Agnaktor Helm : Agnaktor Carapace x4, Agnaktor Fin+ x1, Ioprey Hide+ x4 : 4 炎戈竜の堅殻, 1 炎戈竜の上ヒレ, 4 イーオスの上皮
Agnaktor Mail : Agnaktor Carapace x2, Agnaktor Fin+ x1, Firecell Stone x1 : 2 炎戈竜の堅殻, 1 炎戈竜の上ヒレ, 1 獄炎石
Agnaktor Vambraces : Agnaktor Carapace x4, B.Tigrex Claw+ x2, Firestone x4 : 4 炎戈竜の堅殻, 2 黒轟竜の尖爪, 4 紅蓮石
Agnaktor Faulds : Agnaktor Carapace x2, Wyvern Stone x1, Ioprey Scale+ x6 : 2 炎戈竜の堅殻, 1 竜玉, 6 イーオスの上鱗
Agnaktor Greaves : Agnaktor Carapace x3, Brachydios Carapace x3, Ioprey Scale+ x4 : 3 炎戈竜の堅殻, 3 砕竜の堅殻, 4 イーオスの上鱗
Agnaktor Cap : Agnaktor Carapace x4, Agnaktor Fin+ x1, Ioprey Hide+ x4 : 4 炎戈竜の堅殻, 1 炎戈竜の上ヒレ, 4 イーオスの上皮
Agnaktor Vest : Agnaktor Carapace x2, Agnaktor Fin+ x1, Firecell Stone x1 : 2 炎戈竜の堅殻, 1 炎戈竜の上ヒレ, 1 獄炎石
Agnaktor Guards : Agnaktor Carapace x4, B.Tigrex Claw+ x2, Firestone x4 : 4 炎戈竜の堅殻, 2 黒轟竜の尖爪, 4 紅蓮石
Agnaktor Coat : Agnaktor Carapace x2, Wyvern Stone x1, Ioprey Scale+ x6 : 2 炎戈竜の堅殻, 1 竜玉, 6 イーオスの上鱗
Agnaktor Leggings : Agnaktor Carapace x3, Brachydios Carapace x3, Ioprey Scale+ x4 : 3 炎戈竜の堅殻, 3 砕竜の堅殻, 4 イーオスの上鱗
Akatsuki Kabuto : Lao Shan Horn x1, Lao Shan Shell x4, Brachydios Scalp x1 : 1 老山龍の角, 4 老山龍の甲殻, 1 砕竜の頭殻
Akatsuki Doate : Lao Shan Shell x4, Firestone x2, Tigrex Scalp x1 : 4 老山龍の甲殻, 2 紅蓮石, 1 轟竜の頭殻
Akatsuki Kote : Lao Shan Shell x3, Lao Shan Claw x1, Rathalos Webbing x2 : 3 老山龍の甲殻, 1 老山龍の大爪, 2 火竜の翼膜
Akatsuki Koshiate : Lao Shan Shell x4, Dragonite Ore x3, Gravios Shell x5 : 4 老山龍の甲殻, 3 ドラグライト鉱石, 5 鎧竜の甲殻
Akatsuki Gusoku : Lao Shan Claw x3, Lao Shan Shell x5, Rathian Spike x2 : 3 老山龍の大爪, 5 老山龍の甲殻, 2 雌火竜の棘
Akebono Eboshi : Lao Shan Horn x1, Lao Shan Shell x4, Brachydios Scalp x1 : 1 老山龍の角, 4 老山龍の甲殻, 1 砕竜の頭殻
Akebono Doate : Lao Shan Shell x4, Firestone x2, Tigrex Scalp x1 : 4 老山龍の甲殻, 2 紅蓮石, 1 轟竜の頭殻
Akebono Kote : Lao Shan Shell x3, Lao Shan Claw x1, Rathalos Webbing x2 : 3 老山龍の甲殻, 1 老山龍の大爪, 2 火竜の翼膜
Akebono Koshiate : Lao Shan Shell x4, Dragonite Ore x3, Gravios Shell x5 : 4 老山龍の甲殻, 3 ドラグライト鉱石, 5 鎧竜の甲殻
Akebono Gusoku : Lao Shan Claw x3, Lao Shan Shell x5, Rathian Spike x2 : 3 老山龍の大爪, 5 老山龍の甲殻, 2 雌火竜の棘
Alloy Helm S : Carbalite Ore x1, Levitalite Ore x1, Dragonite Ore x5, Ice Crystal x3 : 1 カブレライト鉱石, 1 レビテライト鉱石, 5 ドラグライト鉱石, 3 氷結晶
UNIQLO Parka : UNIQLO Ticket x2, Tigrex Agito x3, Rage Crystal x2, Rage Crystal Fragment x2 : 2 ユニクロチケット, 3 轟竜のアギト, 2 狂竜結晶, 2 狂竜結晶の欠片
UNIQLO Clock : UNIQLO Ticket x1, B.Tigrex Scale+ x3, Tigrex Claw+ x1, Wyvern Stone x1 : 1 ユニクロチケット, 3 黒轟竜の上鱗, 1 轟竜の尖爪, 1 竜玉
UNIQLO Pocket : UNIQLO Ticket x1, B.Tigrex Carapace x2, B.Tigrex Scale+ x3, Rage Crystal Fragment x2 : 1 ユニクロチケット, 2 黒轟竜の堅殻, 3 黒轟竜の上鱗, 2 狂竜結晶の欠片
UNIQLO Tights : UNIQLO Ticket x2, B.Tigrex Carapace x3, Tigrex Claw+ x2, Rage Crystal Fragment x2 : 2 ユニクロチケット, 3 黒轟竜の堅殻, 2 轟竜の尖爪, 2 狂竜結晶の欠片
Uragaan Helm : Uragaan Marrow x1, Uragaan Shell x3, Dragonite Ore x3 : 1 爆鎚竜の骨髄, 3 爆鎚竜の耐熱殻, 3 ドラグライト鉱石
Uragaan Mail : Uragaan Shell x1, Kunchuu Shell x2, Monster Bone+ x3 : 1 爆鎚竜の耐熱殻, 2 盾虫の甲殻, 3 上竜骨
Uragaan Vambraces : Uragaan Marrow x1, Uragaan Shell x1, Firestone x1 : 1 爆鎚竜の骨髄, 1 爆鎚竜の耐熱殻, 1 紅蓮石
Uragaan Faulds : Uragaan Shell x2, Kunchuu Shell x3, Monster Bone+ x2 : 2 爆鎚竜の耐熱殻, 3 盾虫の甲殻, 2 上竜骨
Uragaan Greaves : Uragaan Shell x2, Kunchuu Shell x4, Flame Sac x3 : 2 爆鎚竜の耐熱殻, 4 盾虫の甲殻, 3 火炎袋
Uragaan Cap : Uragaan Marrow x1, Uragaan Shell x3, Dragonite Ore x3 : 1 爆鎚竜の骨髄, 3 爆鎚竜の耐熱殻, 3 ドラグライト鉱石
Uragaan Vest : Uragaan Shell x1, Kunchuu Shell x2, Monster Bone+ x3 : 1 爆鎚竜の耐熱殻, 2 盾虫の甲殻, 3 上竜骨
Uragaan Guards : Uragaan Marrow x1, Uragaan Shell x1, Firestone x1 : 1 爆鎚竜の骨髄, 1 爆鎚竜の耐熱殻, 1 紅蓮石
Uragaan Coat : Uragaan Shell x2, Kunchuu Shell x3, Monster Bone+ x2 : 2 爆鎚竜の耐熱殻, 3 盾虫の甲殻, 2 上竜骨
Uragaan Leggings : Uragaan Shell x2, Kunchuu Shell x4, Flame Sac x3 : 2 爆鎚竜の耐熱殻, 4 盾虫の甲殻, 3 火炎袋
Vangis Helm : Deviljho Scalp x2, Deviljho Hide x4, Deviljho Drool x3, Slimy Oil+ x1 : 2 恐暴竜の頭殻, 4 恐暴竜の黒皮, 3 恐暴竜の唾液, 1 カワズの殿油
Vangis Mail : Deviljho Jaw x5, Deviljho Claw x4, Deviljho Hide x5, Zinogre Plate x1 : 5 恐暴竜の大牙, 4 恐暴竜の鉤爪, 5 恐暴竜の黒皮, 1 雷狼竜の逆鱗
Vangis Vambraces : Deviljho Scale x6, Deviljho Jaw x5, Deviljho Drool x3, Brachydios Marrow x1 : 6 恐暴竜の黒鱗, 5 恐暴竜の大牙, 3 恐暴竜の唾液, 1 砕竜の骨髄
Vangis Coil : Deviljho Hide x4, Deviljho Gem x1, Deviljho Scale x6, Generu Extract x1 : 4 恐暴竜の黒皮, 1 恐暴竜の宝玉, 6 恐暴竜の黒鱗, 1 重甲エキス
Vangis Greaves : Deviljho Claw x4, Deviljho Scale x6, Deviljho Drool x3, Gore Magala Plate x1 : 4 恐暴竜の鉤爪, 6 恐暴竜の黒鱗, 3 恐暴竜の唾液, 1 黒蝕竜の逆鱗
Vangis Cap : Deviljho Scalp x2, Deviljho Hide x4, Deviljho Drool x3, Slimy Oil+ x1 : 2 恐暴竜の頭殻, 4 恐暴竜の黒皮, 3 恐暴竜の唾液, 1 カワズの殿油
Vangis Vest : Deviljho Jaw x5, Deviljho Claw x4, Deviljho Hide x5, Zinogre Plate x1 : 5 恐暴竜の大牙, 4 恐暴竜の鉤爪, 5 恐暴竜の黒皮, 1 雷狼竜の逆鱗
Vangis Guards : Deviljho Scale x6, Deviljho Jaw x5, Deviljho Drool x3, Brachydios Marrow x1 : 6 恐暴竜の黒鱗, 5 恐暴竜の大牙, 3 恐暴竜の唾液, 1 砕竜の骨髄
Vangis Coat : Deviljho Hide x4, Deviljho Gem x1, Deviljho Scale x6, Generu Extract x1 : 4 恐暴竜の黒皮, 1 恐暴竜の宝玉, 6 恐暴竜の黒鱗, 1 重甲エキス
Vangis Leggings : Deviljho Claw x4, Deviljho Scale x6, Deviljho Drool x3, Gore Magala Plate x1 : 4 恐暴竜の鉤爪, 6 恐暴竜の黒鱗, 3 恐暴竜の唾液, 1 黒蝕竜の逆鱗
Velociprey Helm S : Velociprey Hide+ x3, Velociprey Claw+ x2, Velocidrome Head x1, Dragonite Ore x2 : 3 ランポスの上皮, 2 ランポスの尖爪, 1 ドスランポスの頭, 2 ドラグライト鉱石
Velociprey Mail S : Velociprey Claw+ x4, Velociprey Hide+ x3, Bird Wyvern Hide+ x3, Carbalite Ore x2 : 4 ランポスの尖爪, 3 ランポスの上皮, 3 強靭な鳥竜皮, 2 カブレライト鉱石
Velociprey Vambraces S : Velociprey Claw+ x4, Screamer x4, Bird Wyvern Stone x1, Sky Crystal x2 : 4 ランポスの尖爪, 4 鳴き袋, 1 鳥竜玉, 2 天空の結晶
Velociprey Faulds S : Velociprey Hide+ x3, Screamer x4, Velociprey Scale+ x3, Dragonite Ore x2 : 3 ランポスの上皮, 4 鳴き袋, 3 ランポスの上鱗, 2 ドラグライト鉱石
Velociprey Greaves S : Velociprey Scale+ x3, Bird Wyvern Hide+ x3, Avian Finebone x4, Machalite Ore x4 : 3 ランポスの上鱗, 3 強靭な鳥竜皮, 4 上質な鳥竜骨, 4 マカライト鉱石
Velociprey Cap S : Velociprey Hide+ x3, Velociprey Claw+ x2, Velocidrome Head x1, Dragonite Ore x2 : 3 ランポスの上皮, 2 ランポスの尖爪, 1 ドスランポスの頭, 2 ドラグライト鉱石
Velociprey Vest S : Velociprey Claw+ x4, Velociprey Hide+ x3, Bird Wyvern Hide+ x3, Carbalite Ore x2 : 4 ランポスの尖爪, 3 ランポスの上皮, 3 強靭な鳥竜皮, 2 カブレライト鉱石
Velociprey Guards S : Velociprey Claw+ x4, Screamer x4, Bird Wyvern Stone x1, Sky Crystal x2 : 4 ランポスの尖爪, 4 鳴き袋, 1 鳥竜玉, 2 天空の結晶
Velociprey Coat S : Velociprey Hide+ x3, Screamer x4, Velociprey Scale+ x3, Dragonite Ore x2 : 3 ランポスの上皮, 4 鳴き袋, 3 ランポスの上鱗, 2 ドラグライト鉱石
Velociprey Leggings S : Velociprey Scale+ x3, Bird Wyvern Hide+ x3, Avian Finebone x4, Machalite Ore x4 : 3 ランポスの上鱗, 3 強靭な鳥竜皮, 4 上質な鳥竜骨, 4 マカライト鉱石
Velociprey Helm : Velocidrome Hide x3, Velocidrome Claw x1, Velociprey Scale x2, Gluehopper x2 : 3 ドスランポスの皮, 1 ドスランポスの爪, 2 ランポスの鱗, 2 のりこねバッタ
Velociprey Mail : Velocidrome Claw x2, Screamer x2, Velociprey Hide x3, Gluehopper x2 : 2 ドスランポスの爪, 2 鳴き袋, 3 ランポスの皮, 2 のりこねバッタ
Velociprey Vambraces : Velocidrome Claw x2, Velocidrome Hide x3, Velociprey Scale x2, Earth Crystal x3 : 2 ドスランポスの爪, 3 ドスランポスの皮, 2 ランポスの鱗, 3 大地の結晶
Velociprey Faulds : Velocidrome Hide x2, Screamer x2, Velociprey Hide x3, Earth Crystal x2 : 2 ドスランポスの皮, 2 鳴き袋, 3 ランポスの皮, 2 大地の結晶
Velociprey Greaves : Velociprey Hide x2, Velociprey Scale x3, Monster Bone S x4, Iron Ore x4 : 2 ランポスの皮, 3 ランポスの鱗, 4 竜骨【小】, 4 鉄鉱石
Velociprey Cap : Velocidrome Hide x3, Velocidrome Claw x1, Velociprey Scale x2, Gluehopper x2 : 3 ドスランポスの皮, 1 ドスランポスの爪, 2 ランポスの鱗, 2 のりこねバッタ
Velociprey Vest : Velocidrome Claw x2, Screamer x2, Velociprey Hide x3, Gluehopper x2 : 2 ドスランポスの爪, 2 鳴き袋, 3 ランポスの皮, 2 のりこねバッタ
Velociprey Guards : Velocidrome Claw x2, Velocidrome Hide x3, Velociprey Scale x2, Earth Crystal x3 : 2 ドスランポスの爪, 3 ドスランポスの皮, 2 ランポスの鱗, 3 大地の結晶
Velociprey Coat : Velocidrome Hide x2, Screamer x2, Velociprey Hide x3, Earth Crystal x2 : 2 ドスランポスの皮, 2 鳴き袋, 3 ランポスの皮, 2 大地の結晶
Velociprey Leggings : Velociprey Hide x2, Velociprey Scale x3, Monster Bone S x4, Iron Ore x4 : 2 ランポスの皮, 3 ランポスの鱗, 4 竜骨【小】, 4 鉄鉱石
Victory Feathers : ????? x1 : 1 ※闘技大会
Volvidon Helm S : Volvidon Carapace x2, Inferno Sac x3, Monster Broth x3 : 2 赤甲獣の堅殻, 3 爆炎袋, 3 モンスターの濃汁
Volvidon Mail S : Volvidon Carapace x4, Stoutbone x2, Carbalite Ore x3 : 4 赤甲獣の堅殻, 2 堅牢な骨, 3 カブレライト鉱石
Volvidon Vambraces S : Volvidon Carapace x2, Alluring Hide x4, Dragonite Ore x5 : 2 赤甲獣の堅殻, 4 魅惑色の柔皮, 5 ドラグライト鉱石
Volvidon Faulds S : Volvidon Carapace x3, Monster Broth x3, Firestone x2 : 3 赤甲獣の堅殻, 3 モンスターの濃汁, 2 紅蓮石
Volvidon Greaves S : Volvidon Carapace x2, Alluring Webbing x3, Union Ore x2 : 2 赤甲獣の堅殻, 3 魅惑色の翼膜, 2 ユニオン鉱石
Volvidon Helm : Vespoid Wing+ x3, Gluehopper x10, Altaroth Jaw x2 : 3 ランゴスタの薄羽, 10 のりこねバッタ, 2 甲虫の大顎
Volvidon Mail : Vespoid Wing+ x5, Bnahabra Wing x6, Quality Sac x2 : 5 ランゴスタの薄羽, 6 飛甲虫の羽, 2 上質な腹袋
Volvidon Vambraces : Vespoid Wing+ x1, Sharp Claw x4, Monster Broth x2 : 1 ランゴスタの薄羽, 4 とがった爪, 2 モンスターの濃汁
Volvidon Faulds : Vespoid Wing+ x3, Quality Sac x2, Killer Beetle x2 : 3 ランゴスタの薄羽, 2 上質な腹袋, 2 キラビートル
Volvidon Greaves : Vespoid Wing+ x2, Monster Broth x1, Hercudrome x2 : 2 ランゴスタの薄羽, 1 モンスターの濃汁, 2 ドスヘラクレス
Volvidon Cap S : Volvidon Carapace x2, Inferno Sac x3, Monster Broth x3 : 2 赤甲獣の堅殻, 3 爆炎袋, 3 モンスターの濃汁
Volvidon Vest S : Volvidon Carapace x4, Stoutbone x2, Carbalite Ore x3 : 4 赤甲獣の堅殻, 2 堅牢な骨, 3 カブレライト鉱石
Volvidon Guards S : Volvidon Carapace x2, Alluring Hide x4, Dragonite Ore x5 : 2 赤甲獣の堅殻, 4 魅惑色の柔皮, 5 ドラグライト鉱石
Volvidon Coat S : Volvidon Carapace x3, Monster Broth x3, Firestone x2 : 3 赤甲獣の堅殻, 3 モンスターの濃汁, 2 紅蓮石
Volvidon Leggings S : Volvidon Carapace x2, Alluring Webbing x3, Union Ore x2 : 2 赤甲獣の堅殻, 3 魅惑色の翼膜, 2 ユニオン鉱石
Volvidon Cap : Vespoid Wing+ x3, Gluehopper x10, Altaroth Jaw x2 : 3 ランゴスタの薄羽, 10 のりこねバッタ, 2 甲虫の大顎
Volvidon Vest : Vespoid Wing+ x5, Bnahabra Wing x6, Quality Sac x2 : 5 ランゴスタの薄羽, 6 飛甲虫の羽, 2 上質な腹袋
Volvidon Guards : Vespoid Wing+ x1, Sharp Claw x4, Monster Broth x2 : 1 ランゴスタの薄羽, 4 とがった爪, 2 モンスターの濃汁
Volvidon Coat : Vespoid Wing+ x3, Quality Sac x2, Killer Beetle x2 : 3 ランゴスタの薄羽, 2 上質な腹袋, 2 キラビートル
Volvidon Leggings : Vespoid Wing+ x2, Monster Broth x1, Hercudrome x2 : 2 ランゴスタの薄羽, 1 モンスターの濃汁, 2 ドスヘラクレス
Wyvernking Eyepatch : Proof of Courage x5, Gore Magala Wing x2, Gore Magala Scale x5, Levitalite Ore x5 : 5 勇気の証, 2 黒蝕竜の暗翼, 5 黒蝕竜の鱗, 5 レビテライト鉱石
X-Zero Helm : Quivering Core x1, R.Tigrex Fang+ x2, R.Tigrex Scale+ x2, Fire Dragon Gem x1 : 1 脈動する爆心, 2 大轟竜の鋭牙, 2 大轟竜の上鱗, 1 炎龍の宝玉
X-Zero Mail : R.Tigrex Blast Claw x4, R.Tigrex Carapace x6, Tigrex Agito x1, Akantor Gem x1 : 4 大轟竜の爆爪, 6 大轟竜の堅殻, 1 轟竜のアギト, 1 覇竜の宝玉
X-Zero Vambraces : R.Tigrex Fang+ x3, R.Tigrex Scale+ x6, R.Tigrex Tail x2, Daora Gem x1 : 3 大轟竜の鋭牙, 6 大轟竜の上鱗, 2 大轟竜の尻尾, 1 鋼龍の宝玉
X-Zero Coil : R.Tigrex Carapace x6, R.Tigrex Scale+ x5, Tigrex Agito x1, Rath Medulla x1 : 6 大轟竜の堅殻, 5 大轟竜の上鱗, 1 轟竜のアギト, 1 火竜の延髄
X-Zero Greaves : R.Tigrex Scale+ x6, R.Tigrex Blast Claw x4, R.Tigrex Carapace x4, Gravios Medulla x1 : 6 大轟竜の上鱗, 4 大轟竜の爆爪, 4 大轟竜の堅殻, 1 鎧竜の延髄
X-Zero Cap : Quivering Core x1, R.Tigrex Fang+ x2, R.Tigrex Scale+ x2, Fire Dragon Gem x1 : 1 脈動する爆心, 2 大轟竜の鋭牙, 2 大轟竜の上鱗, 1 炎龍の宝玉
X-Zero Vest : R.Tigrex Blast Claw x4, R.Tigrex Carapace x6, Tigrex Agito x1, Akantor Gem x1 : 4 大轟竜の爆爪, 6 大轟竜の堅殻, 1 轟竜のアギト, 1 覇竜の宝玉
X-Zero Guards : R.Tigrex Fang+ x3, R.Tigrex Scale+ x6, R.Tigrex Tail x2, Daora Gem x1 : 3 大轟竜の鋭牙, 6 大轟竜の上鱗, 2 大轟竜の尻尾, 1 鋼龍の宝玉
X-Zero Coat : R.Tigrex Carapace x6, R.Tigrex Scale+ x5, Tigrex Agito x1, Rath Medulla x1 : 6 大轟竜の堅殻, 5 大轟竜の上鱗, 1 轟竜のアギト, 1 火竜の延髄
X-Zero Leggings : R.Tigrex Scale+ x6, R.Tigrex Blast Claw x4, R.Tigrex Carapace x4, Gravios Medulla x1 : 6 大轟竜の上鱗, 4 大轟竜の爆爪, 4 大轟竜の堅殻, 1 鎧竜の延髄
Yachiyo Kanmuri Ha : Mohran Scale+ x5, Rough Dragonhorn+ x4, Mohran Rockskin+ x5, Proof of Courage+ x1 : 5 豪山龍の上紅鱗, 4 荒々しい龍尖角, 5 豪山龍の堅岩殻, 1 勇気の証Ｇ
Yachiyo Muneate Ha : Mohran Rockskin+ x6, Earth Dragonstone x4, Elder Dragon Blood x1, Proof of Courage+ x1 : 6 豪山龍の堅岩殻, 4 豪龍岩, 1 古龍の血, 1 勇気の証Ｇ
Yachiyo Kote Ha : Mohran Scale+ x6, Mohran Brace+ x1, Rough Dragonhorn+ x2, Proof of Courage+ x1 : 6 豪山龍の上紅鱗, 1 豪山龍の上腕甲, 2 荒々しい龍尖角, 1 勇気の証Ｇ
Yachiyo Koshiate Ha : Mohran Brace+ x4, Mohran Rockskin+ x6, Mohran Scale+ x5, Proof of Courage+ x1 : 4 豪山龍の上腕甲, 6 豪山龍の堅岩殻, 5 豪山龍の上紅鱗, 1 勇気の証Ｇ
Yachiyo Hakama Ha : Mohran Scale+ x5, Mohran Rockskin+ x6, Earth Dragongem x1, Proof of Courage+ x1 : 5 豪山龍の上紅鱗, 6 豪山龍の堅岩殻, 1 大地の龍玉, 1 勇気の証Ｇ
Yachiyo Kanmuri : Rough Dragonhorn x4, Mohran Scale x5, Mohran Rockskin x3, Rathian Plate x1 : 4 荒々しい龍角, 5 豪山龍の紅鱗, 3 豪山龍の甲岩殻, 1 雌火竜の逆鱗
Yachiyo Muneate : Mohran Rockskin x6, Rough Dragonhorn x4, Earth Dragonstone x2, Sharpened Fang x5 : 6 豪山龍の甲岩殻, 4 荒々しい龍角, 2 豪龍岩, 5 とがった牙
Yachiyo Kote : Mohran Scale x6, Mohran Brace x1, Earth Dragongem x1, Machalite Ore x3 : 6 豪山龍の紅鱗, 1 豪山龍の腕甲, 1 大地の龍玉, 3 マカライト鉱石
Yachiyo Koshiate : Mohran Brace x4, Mohran Rockskin x6, Mohran Scale x2, Rathalos Plate x1 : 4 豪山龍の腕甲, 6 豪山龍の甲岩殻, 2 豪山龍の紅鱗, 1 火竜の逆鱗
Yachiyo Hakama : Mohran Scale x5, Mohran Rockskin x6, Dragonite Ore x5, Earth Dragonstone x3 : 5 豪山龍の紅鱗, 6 豪山龍の甲岩殻, 5 ドラグライト鉱石, 3 豪龍岩
Yamato Kabuto : Proof of Hope x1, Mohran Scale+ x5, Rough Dragonhorn+ x4, Mohran Rockskin+ x5 : 1 希望の証, 5 豪山龍の上紅鱗, 4 荒々しい龍尖角, 5 豪山龍の堅岩殻
Yamato Doate : Proof of Hope x1, Mohran Rockskin+ x6, Rough Dragonhorn+ x4, Elder Dragon Blood x1 : 1 希望の証, 6 豪山龍の堅岩殻, 4 荒々しい龍尖角, 1 古龍の血
Yamato Kote : Proof of Hope x1, Mohran Scale+ x6, Mohran Brace+ x1, Earth Dragongem x1 : 1 希望の証, 6 豪山龍の上紅鱗, 1 豪山龍の上腕甲, 1 大地の龍玉
Yamato Koshiate : Proof of Hope x1, Mohran Brace+ x4, Mohran Rockskin+ x6, Mohran Scale+ x5 : 1 希望の証, 4 豪山龍の上腕甲, 6 豪山龍の堅岩殻, 5 豪山龍の上紅鱗
Yamato Gusoku : Proof of Hope x1, Mohran Scale+ x5, Mohran Rockskin+ x6, Earth Dragongem x1 : 1 希望の証, 5 豪山龍の上紅鱗, 6 豪山龍の堅岩殻, 1 大地の龍玉
Yukumo Kasa (Sky) : Amadyura Hide x3, Star Fragment x1, Amadyura Evil Eye x1, Gargwa Feather x1 : 3 蛇王龍の鋼皮, 1 凶星の破片, 1 蛇王龍の睨眼, 1 丸鳥の羽
Yukumo Dougi (Sky) : Amadyura Hide x3, Star Fragment x1, Amadyura Shield x3 : 3 蛇王龍の鋼皮, 1 凶星の破片, 3 蛇王龍の胸殻
Yukumo Kote (Sky) : Amadyura Hide x3, Star Fragment x1, Amadyura Claw x2 : 3 蛇王龍の鋼皮, 1 凶星の破片, 2 蛇王龍の鉤爪
Yukumo Obi (Sky) : Amadyura Hide x3, Star Fragment x1, Spiral Bone x2 : 3 蛇王龍の鋼皮, 1 凶星の破片, 2 渦巻骨
Yukumo Hakama (Sky) : Amadyura Hide x3, Star Fragment x1, Amadyura Tailscale x3 : 3 蛇王龍の鋼皮, 1 凶星の破片, 3 蛇王龍の尾鱗
Yukumo Kasa (Earth) : Amadyura Hide x3, Star Fragment x1, Amadyura Evil Eye x1, Gargwa Feather x1 : 3 蛇王龍の鋼皮, 1 凶星の破片, 1 蛇王龍の睨眼, 1 丸鳥の羽
Yukumo Dougi (Earth) : Amadyura Hide x3, Star Fragment x1, Amadyura Shield x3 : 3 蛇王龍の鋼皮, 1 凶星の破片, 3 蛇王龍の胸殻
Yukumo Kote (Earth) : Amadyura Hide x3, Star Fragment x1, Amadyura Claw x2 : 3 蛇王龍の鋼皮, 1 凶星の破片, 2 蛇王龍の鉤爪
Yukumo Obi (Earth) : Amadyura Hide x3, Star Fragment x1, Spiral Bone x2 : 3 蛇王龍の鋼皮, 1 凶星の破片, 2 渦巻骨
Yukumo Hakama (Earth) : Amadyura Hide x3, Star Fragment x1, Amadyura Tailscale x3 : 3 蛇王龍の鋼皮, 1 凶星の破片, 3 蛇王龍の尾鱗
Zaboazagiru Helm S : Zaboazagiru Scale+ x2, Zaboazagiru Hide+ x4, Zaboazagiru Tooth x2, Fleshy Hide+ x3 : 2 化け鮫の上鱗, 4 化け鮫の上皮, 2 化け鮫の鋸歯, 3 肉厚な上皮
Zaboazagiru Mail S : Zaboazagiru Fin+ x2, Zaboazagiru Scale+ x2, Zaboazagiru Hide x3, Slimy Oil+ x1 : 2 化け鮫の上ヒレ, 2 化け鮫の上鱗, 3 化け鮫の皮, 1 カワズの殿油
Zaboazagiru Vambraces S : Zaboazagiru Hide+ x4, Zaboazagiru Scale+ x2, Zaboazagiru Scale x3, Shark Scale x2 : 4 化け鮫の上皮, 2 化け鮫の上鱗, 3 化け鮫の鱗, 2 鮫肌の鱗
Zaboazagiru Faulds S : Zaboazagiru Hide+ x4, Zaboazagiru Fin+ x2, Zaboazagiru Fin x2, Zaboazagiru Tail x1 : 4 化け鮫の上皮, 2 化け鮫の上ヒレ, 2 化け鮫のヒレ, 1 化け鮫の刃尾
Zaboazagiru Greaves S : Zaboazagiru Scale+ x2, Zaboazagiru Hide+ x4, Zaboazagiru Fin+ x2, Freezer Sac x3 : 2 化け鮫の上鱗, 4 化け鮫の上皮, 2 化け鮫の上ヒレ, 3 凍結袋
Zaboazagiru Cap S : Zaboazagiru Scale+ x2, Zaboazagiru Hide+ x4, Zaboazagiru Tooth x2, Fleshy Hide+ x3 : 2 化け鮫の上鱗, 4 化け鮫の上皮, 2 化け鮫の鋸歯, 3 肉厚な上皮
Zaboazagiru Vest S : Zaboazagiru Fin+ x2, Zaboazagiru Scale+ x2, Zaboazagiru Hide x3, Slimy Oil+ x1 : 2 化け鮫の上ヒレ, 2 化け鮫の上鱗, 3 化け鮫の皮, 1 カワズの殿油
Zaboazagiru Guards S : Zaboazagiru Hide+ x4, Zaboazagiru Scale+ x2, Zaboazagiru Scale x3, Shark Scale x2 : 4 化け鮫の上皮, 2 化け鮫の上鱗, 3 化け鮫の鱗, 2 鮫肌の鱗
Zaboazagiru Coat S : Zaboazagiru Hide+ x4, Zaboazagiru Fin+ x2, Zaboazagiru Fin x2, Zaboazagiru Tail x1 : 4 化け鮫の上皮, 2 化け鮫の上ヒレ, 2 化け鮫のヒレ, 1 化け鮫の刃尾
Zaboazagiru Leggings S : Zaboazagiru Scale+ x2, Zaboazagiru Hide+ x4, Zaboazagiru Fin+ x2, Freezer Sac x3 : 2 化け鮫の上鱗, 4 化け鮫の上皮, 2 化け鮫の上ヒレ, 3 凍結袋
Zaboazagiru Helm : Zaboazagiru Tooth x2, Zaboazagiru Tail x1, Zaboazagiru Hide x3, Slimy Oil x1 : 2 化け鮫の鋸歯, 1 化け鮫の刃尾, 3 化け鮫の皮, 1 カワズの油
Zaboazagiru Mail : Zaboazagiru Hide x3, Zaboazagiru Fin x2, Zaboazagiru Scale x2, Fleshy Hide x3 : 3 化け鮫の皮, 2 化け鮫のヒレ, 2 化け鮫の鱗, 3 肉厚な皮
Zaboazagiru Vambraces : Zaboazagiru Fin x1, Zaboazagiru Scale x2, Zaboazagiru Hide x3, Frost Sac x3 : 1 化け鮫のヒレ, 2 化け鮫の鱗, 3 化け鮫の皮, 3 氷結袋
Zaboazagiru Faulds : Zaboazagiru Fin x1, Zaboazagiru Scale x2, Zaboazagiru Tooth x1, Zaboazagiru Tail x1 : 1 化け鮫のヒレ, 2 化け鮫の鱗, 1 化け鮫の鋸歯, 1 化け鮫の刃尾
Zaboazagiru Greaves : Zaboazagiru Scale x2, Zaboazagiru Hide x4, Zaboazagiru Fin x1, Shark Scale x2 : 2 化け鮫の鱗, 4 化け鮫の皮, 1 化け鮫のヒレ, 2 鮫肌の鱗
Zaboazagiru Cap : Zaboazagiru Tooth x2, Zaboazagiru Tail x1, Zaboazagiru Hide x3, Slimy Oil x1 : 2 化け鮫の鋸歯, 1 化け鮫の刃尾, 3 化け鮫の皮, 1 カワズの油
