Leather Headgear : Warm Pelt x1, Iron Ore x1 : 1 暖かい毛皮, 1 鉄鉱石
Leather Vest : Bullfango Pelt x1, Iron Ore x1 : 1 ファンゴの毛皮, 1 鉄鉱石
Leather Gloves : Warm Pelt x2 : 2 暖かい毛皮
Leather Belt : Bullfango Pelt x1, Iron Ore x1 : 1 ファンゴの毛皮, 1 鉄鉱石
Leather Pants : Warm Pelt x2 : 2 暖かい毛皮
Piscine Mask : Kelbi Horn x2, Airweed x2, Mystery Bone x2 : 2 ケルビの角, 2 イキツギ藻, 2 なぞの骨
Piscine Belt : Hydro Hide x2, Broken Shell x2 : 2 水生獣の皮, 2 欠けた貝殻
Piscine Breeches : Hydro Hide x2, Big Fin x1 : 2 水生獣の皮, 1 大きなヒレ
Chainmail Headgear : Earth Crystal x1, Iron Ore x1 : 1 大地の結晶, 1 鉄鉱石
Chainmail Vest : Iron Ore x2, Warm Pelt x1 : 2 鉄鉱石, 1 暖かい毛皮
Chainmail Gloves : Iron Ore x1, Whetstone x2 : 1 鉄鉱石, 2 砥石
Chainmail Belt : Iron Ore x1, Warm Pelt x2 : 1 鉄鉱石, 2 暖かい毛皮
Chainmail Pants : Iron Ore x2, Warm Pelt x2 : 2 鉄鉱石, 2 暖かい毛皮
Loc Lac Shawl : Altaroth Stomach x1, Monster Fluid x3, Ice Crystal x3 : 1 甲虫の腹袋, 3 モンスターの体液, 3 氷結晶
Loc Lac Kilt : Altaroth Stomach x2, Altaroth Jaw x2, Ice Crystal x3 : 2 甲虫の腹袋, 2 甲虫の大顎, 3 氷結晶
Loc Lac Boots : Altaroth Jaw x3, Altaroth Stomach x2, Ice Crystal x3 : 3 甲虫の大顎, 2 甲虫の腹袋, 3 氷結晶
Hunter's Helm : Machalite Ore x1, Iron Ore x1, Carpenterbug x2 : 1 マカライト鉱石, 1 鉄鉱石, 2 セッチャクロアリ
Hunter's Mail : Iron Ore x2, Jaggi Scale x1, Monster Bone S x2 : 2 鉄鉱石, 1 ジャギィの鱗, 2 竜骨【小】
Hunter's Vambraces : Earth Crystal x1, Jaggi Scale x2, Ivy x1 : 1 大地の結晶, 2 ジャギィの鱗, 1 ツタの葉
Hunter's Faulds : Machalite Ore x2, Iron Ore x1, Carpenterbug x1 : 2 マカライト鉱石, 1 鉄鉱石, 1 セッチャクロアリ
Hunter's Greaves : Iron Ore x1, Earth Crystal x1, Monster Bone S x2 : 1 鉄鉱石, 1 大地の結晶, 2 竜骨【小】
Hunter's Cap : Machalite Ore x1, Iron Ore x1, Carpenterbug x2 : 1 マカライト鉱石, 1 鉄鉱石, 2 セッチャクロアリ
Hunter's Vest : Iron Ore x2, Jaggi Scale x1, Monster Bone S x2 : 2 鉄鉱石, 1 ジャギィの鱗, 2 竜骨【小】
Hunter's Guards : Earth Crystal x1, Jaggi Scale x2, Ivy x1 : 1 大地の結晶, 2 ジャギィの鱗, 1 ツタの葉
Hunter's Coat : Machalite Ore x2, Iron Ore x1, Carpenterbug x1 : 2 マカライト鉱石, 1 鉄鉱石, 1 セッチャクロアリ
Hunter's Leggings : Iron Ore x1, Earth Crystal x1, Monster Bone S x2 : 1 鉄鉱石, 1 大地の結晶, 2 竜骨【小】
Yukumo Kasa : Buy in Tanzia Port (1100z) : ※港店売り
Yukumo Dogi : Buy in Tanzia Port (1100z) : ※港店売り
Yukumo Kote : Buy in Tanzia Port (1100z) : ※港店売り
Yukumo Obi : Buy in Tanzia Port (1100z) : ※港店売り
Yukumo Hakama : Buy in Tanzia Port (1100z) : ※港店売り
Alloy Helm : Machalite Ore x3, Earth Crystal x2, Iron Ore x3 : 3 マカライト鉱石, 2 大地の結晶, 3 鉄鉱石
Alloy Mail : Machalite Ore x3, Pelagicite Ore x2, Iron Ore x2 : 3 マカライト鉱石, 2 シーブライト鉱石, 2 鉄鉱石
Alloy Vambraces : Machalite Ore x2, Earth Crystal x2, Iron Ore x4 : 2 マカライト鉱石, 2 大地の結晶, 4 鉄鉱石
Alloy Coil : Machalite Ore x2, Pelagicite Ore x2, Iron Ore x3 : 2 マカライト鉱石, 2 シーブライト鉱石, 3 鉄鉱石
Alloy Greaves : Machalite Ore x4, Earth Crystal x2, Iron Ore x2 : 4 マカライト鉱石, 2 大地の結晶, 2 鉄鉱石
Alloy Cap : Machalite Ore x3, Earth Crystal x2, Iron Ore x3 : 3 マカライト鉱石, 2 大地の結晶, 3 鉄鉱石
Alloy Vest : Machalite Ore x3, Pelagicite Ore x2, Iron Ore x2 : 3 マカライト鉱石, 2 シーブライト鉱石, 2 鉄鉱石
Alloy Guards : Machalite Ore x2, Earth Crystal x2, Iron Ore x4 : 2 マカライト鉱石, 2 大地の結晶, 4 鉄鉱石
Alloy Coat : Machalite Ore x2, Pelagicite Ore x2, Iron Ore x3 : 2 マカライト鉱石, 2 シーブライト鉱石, 3 鉄鉱石
Alloy Leggings : Machalite Ore x4, Earth Crystal x2, Iron Ore x2 : 4 マカライト鉱石, 2 大地の結晶, 2 鉄鉱石
Bone Helm : Big Fin x3, Unknown Skull x1, Sharpened Fang x2 : 3 大きなヒレ, 1 なぞの頭骨, 2 とがった牙
Bone Mail : Jumbo Bone x1, Mystery Bone x4, Sharpened Fang x2 : 1 大きな骨, 4 なぞの骨, 2 とがった牙
Bone Vambraces : Monster Bone S x3, Mystery Bone x3, Sharpened Fang x2 : 3 竜骨【小】, 3 なぞの骨, 2 とがった牙
Bone Faulds : Monster Bone S x3, Bone x3, Sharpened Fang x2 : 3 竜骨【小】, 3 棒状の骨, 2 とがった牙
Bone Greaves : Monster Bone M x2, Bone x2, Mystery Bone x4 : 2 竜骨【中】, 2 棒状の骨, 4 なぞの骨
Bone Cap : Big Fin x3, Unknown Skull x1, Sharpened Fang x2 : 3 大きなヒレ, 1 なぞの頭骨, 2 とがった牙
Bone Vest : Jumbo Bone x1, Mystery Bone x4, Sharpened Fang x2 : 1 大きな骨, 4 なぞの骨, 2 とがった牙
Bone Guards : Monster Bone S x3, Mystery Bone x3, Sharpened Fang x2 : 3 竜骨【小】, 3 なぞの骨, 2 とがった牙
Bone Coat : Monster Bone S x3, Bone x3, Sharpened Fang x2 : 3 竜骨【小】, 3 棒状の骨, 2 とがった牙
Bone Leggings : Monster Bone M x2, Bone x2, Mystery Bone x4 : 2 竜骨【中】, 2 棒状の骨, 4 なぞの骨
Bnahabra Hat : Bnahabra Shell x2, Bnahabra Wing x3, Killer Beetle x1, Carpenterbug x2 : 2 飛甲虫の甲殻, 3 飛甲虫の羽, 1 キラビートル, 2 セッチャクロアリ
Diablos Z Vambraces : B.Diablos Cortex x4, Blackcurl Horn x5, B.Diablos Chine x3, Fey Wyvern Gem x1 : 4 黒角竜の重殻, 5 上質な黒巻き角, 3 黒角竜の重甲, 1 幻鳥竜玉
Diablos Z Faulds : B.Diablos Chine x6, B.Diablos Cortex x5, Blackcurl Horn+ x1, Purecrystal x1 : 6 黒角竜の重甲, 5 黒角竜の重殻, 1 堅牢な黒巻き角, 1 ピュアクリスタル
Diablos Z Greaves : B.Diablos Cortex x5, Diablos Hardtail x2, Monster Slogbone x4, Rhenoplos Bone x2 : 5 黒角竜の重殻, 2 角竜の重尾甲, 4 重竜骨, 2 草食竜の重骨
Diablos Z Cap : B.Diablos Cortex x4, Diablos Hardhorn x2, Lrg Wyvern Stone x1, Prized Stomach x3 : 5 黒角竜の重殻, 3 大地を穿つ剛角, 2 大竜玉, 4 極上の腹袋
Diablos Z Vest : Blackcurl Horn+ x2, B.Diablos Chine x5, Diablos Medulla x2, Imperial Frill x2 : 2 堅牢な黒巻き角, 5 黒角竜の重甲, 2 角竜の延髄, 2 偉大なエリマキ
Diablos Z Guards : B.Diablos Cortex x4, Blackcurl Horn x5, B.Diablos Chine x3, Fey Wyvern Gem x1 : 4 黒角竜の重殻, 5 上質な黒巻き角, 3 黒角竜の重甲, 1 幻鳥竜玉
Diablos Z Coat : B.Diablos Chine x6, B.Diablos Cortex x5, Blackcurl Horn+ x1, Purecrystal x1 : 6 黒角竜の重甲, 5 黒角竜の重殻, 1 堅牢な黒巻き角, 1 ピュアクリスタル
Diablos Z Leggings : B.Diablos Cortex x5, Diablos Hardtail x2, Monster Slogbone x4, Rhenoplos Bone x2 : 5 黒角竜の重殻, 2 角竜の重尾甲, 4 重竜骨, 2 草食竜の重骨
Agnaktor X Helm : Agnaktor Cortex x5, Agnaktor Beak x3, Agnaktor Piel x4, Agnaktor Talon x2 : 5 炎戈竜の重殻, 3 炎戈竜の碇口, 4 炎戈竜の厚皮, 2 炎戈竜の剛爪
Agnaktor X Mail : Agnaktor Piel x4, Fine Agnak Fin x2, Agnaktor Cortex x5, Allfire Stone x2 : 4 炎戈竜の厚皮, 2 炎戈竜の特上ビレ, 5 炎戈竜の重殻, 2 真紅蓮石
Agnaktor X Vambraces : Agnaktor Talon x3, Agnaktor Cortex x3, Agnaktor Tail x2, Monster Slogbone x4 : 3 炎戈竜の剛爪, 3 炎戈竜の重殻, 2 炎戈竜の尻尾, 4 重竜骨
Agnaktor X Faulds : Fine Agnak Fin x3, Scorching Pleura x4, Supple Piel x5, Fey Wyvern Gem x1 : 3 炎戈竜の特上ビレ, 4 赤熱した重胸殻, 5 柔軟な厚皮, 1 幻鳥竜玉
Agnaktor X Greaves : Scorching Pleura x5, Agnaktor Piel x4, Lrg Wyvern Stone x1, G.Wroggi Piel x3 : 5 赤熱した重胸殻, 4 炎戈竜の厚皮, 1 大竜玉, 3 毒狗竜の厚皮
Agnaktor X Cap : Agnaktor Cortex x5, Agnaktor Beak x3, Agnaktor Piel x4, Agnaktor Talon x2 : 5 炎戈竜の重殻, 3 炎戈竜の碇口, 4 炎戈竜の厚皮, 2 炎戈竜の剛爪
Agnaktor X Vest : Agnaktor Piel x4, Fine Agnak Fin x2, Agnaktor Cortex x5, Allfire Stone x2 : 4 炎戈竜の厚皮, 2 炎戈竜の特上ビレ, 5 炎戈竜の重殻, 2 真紅蓮石
Agnaktor X Guards : Agnaktor Talon x3, Agnaktor Cortex x3, Agnaktor Tail x2, Monster Slogbone x4 : 3 炎戈竜の剛爪, 3 炎戈竜の重殻, 2 炎戈竜の尻尾, 4 重竜骨
Agnaktor X Coat : Fine Agnak Fin x3, Scorching Pleura x4, Supple Piel x5, Fey Wyvern Gem x1 : 3 炎戈竜の特上ビレ, 4 赤熱した重胸殻, 5 柔軟な厚皮, 1 幻鳥竜玉
Agnaktor X Leggings : Scorching Pleura x5, Agnaktor Piel x4, Lrg Wyvern Stone x1, G.Wroggi Piel x3 : 5 赤熱した重胸殻, 4 炎戈竜の厚皮, 1 大竜玉, 3 毒狗竜の厚皮
Agnaktor Z Helm : G.Agnak Cortex x5, G.Agnak Beak x3, G.Agnak Piel x3, Monster Essence x6 : 5 凍戈竜の重殻, 3 凍戈竜の碇口, 3 凍戈竜の厚皮, 6 モンスターの特濃
Agnaktor Z Mail : G.Agnak Piel x4, Fine G.Agnak Fin x3, G.Agnak Cortex x5, Frozen Glob x4 : 4 凍戈竜の厚皮, 3 凍戈竜の特上ビレ, 5 凍戈竜の重殻, 4 凍った粘液塊
Agnaktor Z Vambraces : G.Agnak Talon x3, G.Agnak Cortex x5, Lrg Wyvern Stone x1, Imperial Crest x2 : 3 凍戈竜の剛爪, 5 凍戈竜の重殻, 1 大竜玉, 2 偉大なトサカ
Agnaktor Z Faulds : Fine G.Agnak Fin x2, G.Agnak Tail x2, G.Agnak Piel x4, Lagombi Fur x5 : 2 凍戈竜の特上ビレ, 2 凍戈竜の尻尾, 4 凍戈竜の厚皮, 5 白兎獣の豪剛毛
Agnaktor Z Greaves : Drenched Pleura x5, Fine G.Agnak Fin x2, G.Agnak Talon x3, Great Baggi Piel x2 : 5 潤った重胸殻, 2 凍戈竜の特上ビレ, 3 凍戈竜の剛爪, 2 眠狗竜の厚皮
Agnaktor Z Cap : G.Agnak Cortex x5, G.Agnak Beak x3, G.Agnak Piel x3, Monster Essence x6 : 5 凍戈竜の重殻, 3 凍戈竜の碇口, 3 凍戈竜の厚皮, 6 モンスターの特濃
Agnaktor Z Vest : G.Agnak Piel x4, Fine G.Agnak Fin x3, G.Agnak Cortex x5, Frozen Glob x4 : 4 凍戈竜の厚皮, 3 凍戈竜の特上ビレ, 5 凍戈竜の重殻, 4 凍った粘液塊
Agnaktor Z Guards : G.Agnak Talon x3, G.Agnak Cortex x5, Lrg Wyvern Stone x1, Imperial Crest x2 : 3 凍戈竜の剛爪, 5 凍戈竜の重殻, 1 大竜玉, 2 偉大なトサカ
Agnaktor Z Coat : Fine G.Agnak Fin x2, G.Agnak Tail x2, G.Agnak Piel x4, Lagombi Fur x5 : 2 凍戈竜の特上ビレ, 2 凍戈竜の尻尾, 4 凍戈竜の厚皮, 5 白兎獣の豪剛毛
Agnaktor Z Leggings : Drenched Pleura x5, Fine G.Agnak Fin x2, G.Agnak Talon x3, Great Baggi Piel x2 : 5 潤った重胸殻, 2 凍戈竜の特上ビレ, 3 凍戈竜の剛爪, 2 眠狗竜の厚皮
Brachydios X Helm : Brach Ebonshell+ x3, Brach Scalp+ x2, Glowing Slime x3, Allfire Stone x4 : 3 砕竜の重黒曜甲, 2 砕竜の尖頭殻, 3 光る粘液, 4 真紅蓮石
Brachydios X Mail : Brach Cortex x4, Brach Ebonshell+ x3, Brachydios Gem x2, Monster Slogbone x2 : 4 砕竜の重殻, 3 砕竜の重黒曜甲, 2 砕竜の宝玉, 2 重竜骨
Brachydios X Braces : Brach Ebonshell+ x3, Brach Pounder+ x1, Glowing Slime x3, Purecrystal x1 : 3 砕竜の重黒曜甲, 1 砕竜の剛鉄拳, 3 光る粘菌, 1 ピュアクリスタル
Brachydios X Faulds : Brach Pounder+ x2, Brachydios Tail x1, Brach Pallium x1, Brach Cortex x4 : 2 砕竜の剛鉄拳, 1 砕竜の尻尾, 1 砕竜の天殻, 4 砕竜の重殻
Brachydios X Greaves : Brach Cortex x4, Brach Ebonshell+ x2, Brach Pounder+ x2, Meldspar Ore x3 : 4 砕竜の重殻, 2 砕竜の重黒曜甲, 2 砕竜の剛鉄拳, 3 メランジェ鉱石
Brachydios X Cap : Brach Ebonshell+ x3, Brach Scalp+ x2, Glowing Slime x3, Allfire Stone x4 : 3 砕竜の重黒曜甲, 2 砕竜の尖頭殻, 3 光る粘液, 4 真紅蓮石
Brachydios X Vest : Brach Cortex x4, Brach Ebonshell+ x3, Brachydios Gem x2, Monster Slogbone x2 : 4 砕竜の重殻, 3 砕竜の重黒曜甲, 2 砕竜の宝玉, 2 重竜骨
Brachydios X Guards : Brach Ebonshell+ x3, Brach Pounder+ x1, Glowing Slime x3, Purecrystal x1 : 3 砕竜の重黒曜甲, 1 砕竜の剛鉄拳, 3 光る粘菌, 1 ピュアクリスタル
Brachydios X Coat : Brach Pounder+ x2, Brachydios Tail x1, Brach Pallium x1, Brach Cortex x4 : 2 砕竜の剛鉄拳, 1 砕竜の尻尾, 1 砕竜の天殻, 4 砕竜の重殻
Brachydios X Leggings : Brach Cortex x4, Brach Ebonshell+ x2, Brach Pounder+ x2, Meldspar Ore x3 : 4 砕竜の重殻, 2 砕竜の重黒曜甲, 2 砕竜の剛鉄拳, 3 メランジェ鉱石
Lagiacrus X Helm : Lagia Hardhorn x2, Lagiacrus Piel x5, Lagia Sapphire x1, R.Ludroth Shard x6 : 2 海竜の剛角, 5 海竜の厚皮, 1 海竜の蒼玉, 6 水獣の厚鱗
Lagiacrus X Mail : Lagiacrus Piel x4, Lagiacrus Mantle x1, Lagiacrus Flail x1, Barioth Fur x4 : 4 海竜の厚皮, 1 海竜の蒼天鱗, 1 海竜の剛尾, 4 氷牙竜の厚毛皮
Lagiacrus X Braces : Lagiacrus Talon x3, Deathly Shocker x4, Lagiacrus Shard x4, Lightning Sac x5 : 3 海竜の剛爪, 4 海竜の蓄電殻, 4 海竜の厚鱗, 5 雷電袋
Lagiacrus X Faulds : Deathly Shocker x4, Lagiacrus Shard x5, Lagia Sapphire x1, Lagiacrus Flail x2 : 4 海竜の雷電殻, 5 海竜の厚鱗, 1 海竜の蒼玉, 2 海竜の剛尾
Lagiacrus X Greaves : Lagiacrus Shard x5, Lagiacrus Piel x4, Lagiacrus Talon x3, Purecrystal x1 : 5 海竜の厚鱗, 4 海竜の厚皮, 3 海竜の剛爪, 1 ピュアクリスタル
Lagiacrus X Cap : Lagia Hardhorn x2, Lagiacrus Piel x5, Lagia Sapphire x1, R.Ludroth Shard x6 : 2 海竜の剛角, 5 海竜の厚皮, 1 海竜の蒼玉, 6 水獣の厚鱗
Lagiacrus X Vest : Lagiacrus Piel x4, Lagiacrus Mantle x1, Lagiacrus Flail x1, Barioth Fur x4 : 4 海竜の厚皮, 1 海竜の蒼天鱗, 1 海竜の剛尾, 4 氷牙竜の厚毛皮
Lagiacrus X Guards : Lagiacrus Talon x3, Deathly Shocker x4, Lagiacrus Shard x4, Lightning Sac x5 : 3 海竜の剛爪, 4 海竜の蓄電殻, 4 海竜の厚鱗, 5 雷電袋
Lagiacrus X Coat : Deathly Shocker x4, Lagiacrus Shard x5, Lagia Sapphire x1, Lagiacrus Flail x2 : 4 海竜の雷電殻, 5 海竜の厚鱗, 1 海竜の蒼玉, 2 海竜の剛尾
Lagiacrus X Leggings : Lagiacrus Shard x5, Lagiacrus Piel x4, Lagiacrus Talon x3, Purecrystal x1 : 5 海竜の厚鱗, 4 海竜の厚皮, 3 海竜の剛爪, 1 ピュアクリスタル
Lagiacrus Z Helm : I.Lagi Hardhorn x2, I.Lagi Piel x4, Lagiacrus Mantle x1, Lagiacrus Plate x3 : 2 白海竜の剛角, 4 白海竜の厚皮, 1 海竜の蒼天鱗, 3 海竜の逆鱗
Lagiacrus Z Mail : I.Lagi Piel x4, Lagiacrus Talon x1, Lagia Sapphire x1, S.Barioth Fur x5 : 4 白海竜の厚皮, 1 海竜の剛爪, 1 海竜の蒼玉, 5 風牙竜の厚毛皮
Lagiacrus Z Braces : I.Lagi Shard x5, Lagiacrus Talon x3, I.Lagi D-Shocker x4, High Voltstone x3 : 5 白海竜の厚鱗, 3 海竜の剛爪, 3 白海竜の雷電殻, 3 高圧電気石
Lagiacrus Z Faulds : I.Lagi D-Shocker x4, I.Lagi Shard x5, Lagia Sapphire x1, Lagiacrus Flail x1 : 4 白海竜の雷電殻, 5 白海竜の厚鱗, 1 海竜の蒼玉, 1 海竜の剛尾
Lagiacrus Z Greaves : I.Lagi Shard x5, I.Lagi Piel x4, Lagiacrus Talon x3, Meldspar Ore x3 : 5 白海竜の厚鱗, 4 白海竜の厚皮, 3 海竜の剛爪, 3 メランジェ鉱石
Lagiacrus Z Cap : I.Lagi Hardhorn x2, I.Lagi Piel x4, Lagiacrus Mantle x1, Lagiacrus Plate x3 : 2 白海竜の剛角, 4 白海竜の厚皮, 1 海竜の蒼天鱗, 3 海竜の逆鱗
Lagiacrus Z Vest : I.Lagi Piel x4, Lagiacrus Talon x1, Lagia Sapphire x1, S.Barioth Fur x5 : 4 白海竜の厚皮, 1 海竜の剛爪, 1 海竜の蒼玉, 5 風牙竜の厚毛皮
Lagiacrus Z Guards : I.Lagi Shard x5, Lagiacrus Talon x3, I.Lagi D-Shocker x4, High Voltstone x3 : 5 白海竜の厚鱗, 3 海竜の剛爪, 3 白海竜の雷電殻, 3 高圧電気石
Lagiacrus Z Coat : I.Lagi D-Shocker x4, I.Lagi Shard x5, Lagia Sapphire x1, Lagiacrus Flail x1 : 4 白海竜の雷電殻, 5 白海竜の厚鱗, 1 海竜の蒼玉, 1 海竜の剛尾
Lagiacrus Z Leggings : I.Lagi Shard x5, I.Lagi Piel x4, Lagiacrus Talon x3, Meldspar Ore x3 : 5 白海竜の厚鱗, 4 白海竜の厚皮, 3 海竜の剛爪, 3 メランジェ鉱石
Uragaan X Helm : Uragaan Cortex x4, Uragaan Ruby x1, Lava Nugget x8, Uragaan Scute+ x3 : 4 爆鎚竜の重殻, 1 爆鎚竜の紅玉, 8 溶岩塊, 3 爆鎚竜の重耐熱殻
Uragaan X Mail : Uragaan Cortex x5, Uragaan Jaw+ x1, Uragaan Marrow x6, Allfire Stone x2 : 5 爆鎚竜の重殻, 1 爆鎚竜の重顎, 6 爆鎚竜の骨髄, 2 真紅蓮石
Uragaan X Vambraces : Uragaan Shard x5, Uragaan Scute+ x2, Monster Slogbone x3, Meldspar Ore x3 : 5 爆鎚竜の厚鱗, 2 爆鎚竜の重耐熱殻, 3 重竜骨, 3 メランジェ鉱石
Uragaan X Faulds : Uragaan Shard x6, Uragaan Pallium x1, Uragaan Cortex x1, Volvidon Cortex x4 : 6 爆鎚竜の厚鱗, 1 爆鎚竜の天殻, 1 爆鎚竜の重殻, 4 赤甲獣の重殻
Uragaan X Greaves : Uragaan Cortex x5, Uragaan Shard x3, Lrg Wyvern Stone x1, Crushing Fang x3 : 5 爆鎚竜の重殻, 3 爆鎚竜の厚鱗, 1 大竜玉, 3 重厚な牙
Uragaan X Cap : Uragaan Cortex x4, Uragaan Ruby x1, Lava Nugget x8, Uragaan Scute+ x3 : 4 爆鎚竜の重殻, 1 爆鎚竜の紅玉, 8 溶岩塊, 3 爆鎚竜の重耐熱殻
Uragaan X Vest : Uragaan Cortex x5, Uragaan Jaw+ x1, Uragaan Marrow x6, Allfire Stone x2 : 5 爆鎚竜の重殻, 1 爆鎚竜の重顎, 6 爆鎚竜の骨髄, 2 真紅蓮石
Uragaan X Guards : Uragaan Shard x5, Uragaan Scute+ x2, Monster Slogbone x3, Meldspar Ore x3 : 5 爆鎚竜の厚鱗, 2 爆鎚竜の重耐熱殻, 3 重竜骨, 3 メランジェ鉱石
Uragaan X Coat : Uragaan Shard x6, Uragaan Pallium x1, Uragaan Cortex x1, Volvidon Cortex x4 : 6 爆鎚竜の厚鱗, 1 爆鎚竜の天殻, 1 爆鎚竜の重殻, 4 赤甲獣の重殻
Uragaan X Leggings : Uragaan Cortex x5, Uragaan Shard x3, Lrg Wyvern Stone x1, Crushing Fang x3 : 5 爆鎚竜の重殻, 3 爆鎚竜の厚鱗, 1 大竜玉, 3 重厚な牙
Uragaan Z Helm : S.Uragaan Cortex x5, Uragaan Ruby x2, Lrg Wyvern Stone x1, Flutterfly x2 : 5 鋼鎚竜の重殻, 2 爆鎚竜の紅玉, 1 大竜玉, 2 マボロシチョウ
Uragaan Z Mail : S.Uragaan Jaw+ x2, S.Uragaan Scute+ x2, S.Uragaan Shard x5, Meldspar Ore x3 : 2 鋼鎚竜の重顎, 2 鋼鎚竜の重耐熱殻, 5 鋼鎚竜の厚鱗, 3 メランジェ鉱石
Uragaan Z Vambraces : S.Uragaan Shard x4, Uragaan Pallium x1, S.Uragaan Cortex x5, Volvidon Talon x3 : 4 鋼鎚竜の厚鱗, 1 爆鎚竜の天殻, 5 鋼鎚竜の重殻, 3 赤甲獣の剛爪
Uragaan Z Faulds : S.Uragaan Scute+ x3, S.Uragaan Shard x4, S.Uragaan Cortex x4, Allfire Stone x2 : 3 鋼鎚竜の重耐熱殻, 4 鋼鎚竜の厚鱗, 4 鋼鎚竜の重殻, 2 真紅蓮石
Uragaan Z Greaves : S.Uragaan Cortex x5, S.Uragaan Shard x4, S.Uragaan Jaw+ x1, Purecrystal x1 : 5 鋼鎚竜の重殻, 4 鋼鎚竜の厚鱗, 1 鋼鎚竜の重顎, 1 ピュアクリスタル
Uragaan Z Cap : S.Uragaan Cortex x5, Uragaan Ruby x2, Lrg Wyvern Stone x1, Flutterfly x2 : 5 鋼鎚竜の重殻, 2 爆鎚竜の紅玉, 1 大竜玉, 2 マボロシチョウ
Uragaan Z Vest : S.Uragaan Jaw+ x2, S.Uragaan Scute+ x2, S.Uragaan Shard x5, Meldspar Ore x3 : 2 鋼鎚竜の重顎, 2 鋼鎚竜の重耐熱殻, 5 鋼鎚竜の厚鱗, 3 メランジェ鉱石
Uragaan Z Guards : S.Uragaan Shard x4, Uragaan Pallium x1, S.Uragaan Cortex x5, Volvidon Talon x3 : 4 鋼鎚竜の厚鱗, 1 爆鎚竜の天殻, 5 鋼鎚竜の重殻, 3 赤甲獣の剛爪
Uragaan Z Coat : S.Uragaan Scute+ x3, S.Uragaan Shard x4, S.Uragaan Cortex x4, Allfire Stone x2 : 3 鋼鎚竜の重耐熱殻, 4 鋼鎚竜の厚鱗, 4 鋼鎚竜の重殻, 2 真紅蓮石
Uragaan Z Leggings : S.Uragaan Cortex x5, S.Uragaan Shard x4, S.Uragaan Jaw+ x1, Purecrystal x1 : 5 鋼鎚竜の重殻, 4 鋼鎚竜の厚鱗, 1 鋼鎚竜の重顎, 1 ピュアクリスタル
Zinogre X Helm : Zinogre Hardhorn x2, Zin D-Shocker x2, Zinogre Cortex x2, Lrg Wyvern Stone x1 : 2 雷狼竜の剛角, 2 雷狼竜の雷電殻, 2 雷狼竜の重殻, 1 大竜玉
Zinogre X Mail : Zin Electrofur+ x4, Zinogre Cortex x3, Zin Skymerald x1, Fulgurbug x10 : 4 雷狼竜の雷電毛, 3 雷狼竜の重殻, 1 雷狼竜の天玉, 10 超電雷光虫
Zinogre X Vambraces : Zinogre Talon x3, Zin D-Shocker x2, Zin Electrofur+ x2, Prized Pelt x3 : 3 雷狼竜の剛爪, 2 雷狼竜の雷電殻, 2 雷狼竜の雷電毛, 2 極上の毛皮
Zinogre X Faulds : Zinogre Cortex x3, Zin Electrofur+ x2, Zinogre Lash x1, Zin Skymerald x1 : 3 雷狼竜の重殻, 2 雷狼竜の雷電毛, 1 雷狼竜の靭尾, 1 雷狼竜の天玉
Zinogre X Greaves : Zinogre Cortex x3, Zinogre Talon x3, Zin D-Shocker x3, Lightning Sac x3 : 3 雷狼竜の重殻, 3 雷狼竜の剛爪, 3 雷狼竜の雷電殻, 3 雷電袋
Zinogre X Cap : Zinogre Hardhorn x2, Zin D-Shocker x2, Zinogre Cortex x2, Lrg Wyvern Stone x1 : 2 雷狼竜の剛角, 2 雷狼竜の雷電殻, 2 雷狼竜の重殻, 1 大竜玉
Zinogre X Vest : Zin Electrofur+ x4, Zinogre Cortex x3, Zin Skymerald x1, Fulgurbug x10 : 4 雷狼竜の雷電毛, 3 雷狼竜の重殻, 1 雷狼竜の天玉, 10 超電雷光虫
Zinogre X Guards : Zinogre Talon x3, Zin D-Shocker x2, Zin Electrofur+ x2, Prized Pelt x3 : 3 雷狼竜の剛爪, 2 雷狼竜の雷電殻, 2 雷狼竜の雷電毛, 2 極上の毛皮
Zinogre X Coat : Zinogre Cortex x3, Zin Electrofur+ x2, Zinogre Lash x1, Zin Skymerald x1 : 3 雷狼竜の重殻, 2 雷狼竜の雷電毛, 1 雷狼竜の靭尾, 1 雷狼竜の天玉
Zinogre X Leggings : Zinogre Cortex x3, Zinogre Talon x3, Zin D-Shocker x3, Lightning Sac x3 : 3 雷狼竜の重殻, 3 雷狼竜の剛爪, 3 雷狼竜の雷電殻, 3 雷電袋
Zinogre Z Helm : S.Zin Hardhorn x3, S.Zin Cortex x4, S.Zin Dragonhair x3, ElderDragonBlood x3 : 3 獄狼竜の剛角, 4 獄狼竜の重殻, 3 獄狼竜の龍毛, 3 古龍の血
Zinogre Z Mail : S.Zin Cortex x4, S.Zin Dragnshell x3, Zin Skymerald x1, Dracophage Bug x5 : 4 獄狼竜の重殻, 3 獄狼竜の龍殻, 1 獄狼竜の天玉, 5 蝕龍蟲
Zinogre Z Vambraces : S.Zinogre Talon x5, S.Zin Dragnshell x4, S.Zin Dragonhair x3, Bnahabra Cutwing x3 : 5 獄狼竜の剛爪, 4 獄狼竜の龍殻, 3 獄狼竜の龍毛, 3 飛甲虫の斬羽
